first_min_on;last_min_on;timedelta_on;slice;ALG_catch24_kmeans_2;ALG_catch24_kmeans_4
2019-02-14 06:23:30+00:00;2019-02-14 06:24:30+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 06:23:30+0000', tz='UTC'), Timestamp('2019-02-14 06:24:30+0000', tz='UTC'), None);1;0
2019-02-14 06:27:00+00:00;2019-02-14 06:29:30+00:00;0 days 00:02:30;slice(Timestamp('2019-02-14 06:27:00+0000', tz='UTC'), Timestamp('2019-02-14 06:29:30+0000', tz='UTC'), None);1;2
2019-02-14 06:43:00+00:00;2019-02-14 06:44:00+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 06:43:00+0000', tz='UTC'), Timestamp('2019-02-14 06:44:00+0000', tz='UTC'), None);1;0
2019-02-14 06:46:30+00:00;2019-02-14 06:49:00+00:00;0 days 00:02:30;slice(Timestamp('2019-02-14 06:46:30+0000', tz='UTC'), Timestamp('2019-02-14 06:49:00+0000', tz='UTC'), None);1;2
2019-02-14 06:59:00+00:00;2019-02-14 07:01:00+00:00;0 days 00:02:00;slice(Timestamp('2019-02-14 06:59:00+0000', tz='UTC'), Timestamp('2019-02-14 07:01:00+0000', tz='UTC'), None);1;2
2019-02-14 07:04:00+00:00;2019-02-14 07:05:00+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 07:04:00+0000', tz='UTC'), Timestamp('2019-02-14 07:05:00+0000', tz='UTC'), None);1;0
2019-02-14 07:17:00+00:00;2019-02-14 07:18:00+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 07:17:00+0000', tz='UTC'), Timestamp('2019-02-14 07:18:00+0000', tz='UTC'), None);1;0
2019-02-14 07:20:30+00:00;2019-02-14 07:39:30+00:00;0 days 00:19:00;slice(Timestamp('2019-02-14 07:20:30+0000', tz='UTC'), Timestamp('2019-02-14 07:39:30+0000', tz='UTC'), None);0;1
2019-02-14 07:42:00+00:00;2019-02-14 07:45:30+00:00;0 days 00:03:30;slice(Timestamp('2019-02-14 07:42:00+0000', tz='UTC'), Timestamp('2019-02-14 07:45:30+0000', tz='UTC'), None);0;1
2019-02-14 07:55:00+00:00;2019-02-14 07:58:30+00:00;0 days 00:03:30;slice(Timestamp('2019-02-14 07:55:00+0000', tz='UTC'), Timestamp('2019-02-14 07:58:30+0000', tz='UTC'), None);1;2
2019-02-14 08:11:00+00:00;2019-02-14 08:17:30+00:00;0 days 00:06:30;slice(Timestamp('2019-02-14 08:11:00+0000', tz='UTC'), Timestamp('2019-02-14 08:17:30+0000', tz='UTC'), None);0;1
2019-02-14 08:22:00+00:00;2019-02-14 08:24:00+00:00;0 days 00:02:00;slice(Timestamp('2019-02-14 08:22:00+0000', tz='UTC'), Timestamp('2019-02-14 08:24:00+0000', tz='UTC'), None);1;2
2019-02-14 08:33:00+00:00;2019-02-14 08:34:30+00:00;0 days 00:01:30;slice(Timestamp('2019-02-14 08:33:00+0000', tz='UTC'), Timestamp('2019-02-14 08:34:30+0000', tz='UTC'), None);1;2
2019-02-14 08:38:00+00:00;2019-02-14 08:40:00+00:00;0 days 00:02:00;slice(Timestamp('2019-02-14 08:38:00+0000', tz='UTC'), Timestamp('2019-02-14 08:40:00+0000', tz='UTC'), None);1;2
2019-02-14 08:46:00+00:00;2019-02-14 08:47:00+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 08:46:00+0000', tz='UTC'), Timestamp('2019-02-14 08:47:00+0000', tz='UTC'), None);1;0
2019-02-14 08:53:00+00:00;2019-02-14 08:54:00+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 08:53:00+0000', tz='UTC'), Timestamp('2019-02-14 08:54:00+0000', tz='UTC'), None);1;0
2019-02-14 08:56:30+00:00;2019-02-14 08:59:30+00:00;0 days 00:03:00;slice(Timestamp('2019-02-14 08:56:30+0000', tz='UTC'), Timestamp('2019-02-14 08:59:30+0000', tz='UTC'), None);1;2
2019-02-14 09:10:00+00:00;2019-02-14 09:11:00+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 09:10:00+0000', tz='UTC'), Timestamp('2019-02-14 09:11:00+0000', tz='UTC'), None);1;0
2019-02-14 09:13:30+00:00;2019-02-14 09:16:00+00:00;0 days 00:02:30;slice(Timestamp('2019-02-14 09:13:30+0000', tz='UTC'), Timestamp('2019-02-14 09:16:00+0000', tz='UTC'), None);1;1
2019-02-14 09:26:00+00:00;2019-02-14 09:28:00+00:00;0 days 00:02:00;slice(Timestamp('2019-02-14 09:26:00+0000', tz='UTC'), Timestamp('2019-02-14 09:28:00+0000', tz='UTC'), None);1;2
