first_min_on;last_min_on;timedelta_on;slice;ALG_catch24_kmeans_2;ALG_catch24_kmeans_8
2019-02-14 10:17:00+00:00;2019-02-14 10:18:00+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 10:17:00+0000', tz='UTC'), Timestamp('2019-02-14 10:18:00+0000', tz='UTC'), None);1;0
2019-02-14 10:36:30+00:00;2019-02-14 10:39:00+00:00;0 days 00:02:30;slice(Timestamp('2019-02-14 10:36:30+0000', tz='UTC'), Timestamp('2019-02-14 10:39:00+0000', tz='UTC'), None);1;4
2019-02-14 10:55:00+00:00;2019-02-14 10:56:30+00:00;0 days 00:01:30;slice(Timestamp('2019-02-14 10:55:00+0000', tz='UTC'), Timestamp('2019-02-14 10:56:30+0000', tz='UTC'), None);1;6
2019-02-14 11:06:00+00:00;2019-02-14 11:08:30+00:00;0 days 00:02:30;slice(Timestamp('2019-02-14 11:06:00+0000', tz='UTC'), Timestamp('2019-02-14 11:08:30+0000', tz='UTC'), None);1;4
2019-02-14 11:14:30+00:00;2019-02-14 11:15:30+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 11:14:30+0000', tz='UTC'), Timestamp('2019-02-14 11:15:30+0000', tz='UTC'), None);1;0
2019-02-14 11:34:00+00:00;2019-02-14 11:36:00+00:00;0 days 00:02:00;slice(Timestamp('2019-02-14 11:34:00+0000', tz='UTC'), Timestamp('2019-02-14 11:36:00+0000', tz='UTC'), None);1;3
2019-02-14 11:54:00+00:00;2019-02-14 11:55:30+00:00;0 days 00:01:30;slice(Timestamp('2019-02-14 11:54:00+0000', tz='UTC'), Timestamp('2019-02-14 11:55:30+0000', tz='UTC'), None);1;4
2019-02-14 12:06:00+00:00;2019-02-14 12:08:00+00:00;0 days 00:02:00;slice(Timestamp('2019-02-14 12:06:00+0000', tz='UTC'), Timestamp('2019-02-14 12:08:00+0000', tz='UTC'), None);1;4
2019-02-14 12:14:30+00:00;2019-02-14 12:15:30+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 12:14:30+0000', tz='UTC'), Timestamp('2019-02-14 12:15:30+0000', tz='UTC'), None);1;0
2019-02-14 12:34:00+00:00;2019-02-14 12:35:30+00:00;0 days 00:01:30;slice(Timestamp('2019-02-14 12:34:00+0000', tz='UTC'), Timestamp('2019-02-14 12:35:30+0000', tz='UTC'), None);1;6
2019-02-14 12:37:30+00:00;2019-02-14 12:40:00+00:00;0 days 00:02:30;slice(Timestamp('2019-02-14 12:37:30+0000', tz='UTC'), Timestamp('2019-02-14 12:40:00+0000', tz='UTC'), None);1;4
2019-02-14 12:56:00+00:00;2019-02-14 12:57:00+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 12:56:00+0000', tz='UTC'), Timestamp('2019-02-14 12:57:00+0000', tz='UTC'), None);1;0
2019-02-14 13:12:00+00:00;2019-02-14 13:14:00+00:00;0 days 00:02:00;slice(Timestamp('2019-02-14 13:12:00+0000', tz='UTC'), Timestamp('2019-02-14 13:14:00+0000', tz='UTC'), None);1;6
2019-02-14 13:16:30+00:00;2019-02-14 13:17:30+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 13:16:30+0000', tz='UTC'), Timestamp('2019-02-14 13:17:30+0000', tz='UTC'), None);1;0
2019-02-14 13:36:00+00:00;2019-02-14 13:37:00+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 13:36:00+0000', tz='UTC'), Timestamp('2019-02-14 13:37:00+0000', tz='UTC'), None);1;0
2019-02-14 13:43:00+00:00;2019-02-14 13:45:30+00:00;0 days 00:02:30;slice(Timestamp('2019-02-14 13:43:00+0000', tz='UTC'), Timestamp('2019-02-14 13:45:30+0000', tz='UTC'), None);1;4
2019-02-14 13:56:30+00:00;2019-02-14 13:57:30+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 13:56:30+0000', tz='UTC'), Timestamp('2019-02-14 13:57:30+0000', tz='UTC'), None);1;0
2019-02-14 14:09:30+00:00;2019-02-14 14:11:30+00:00;0 days 00:02:00;slice(Timestamp('2019-02-14 14:09:30+0000', tz='UTC'), Timestamp('2019-02-14 14:11:30+0000', tz='UTC'), None);1;4
2019-02-14 14:15:00+00:00;2019-02-14 14:16:00+00:00;0 days 00:01:00;slice(Timestamp('2019-02-14 14:15:00+0000', tz='UTC'), Timestamp('2019-02-14 14:16:00+0000', tz='UTC'), None);1;0
2019-02-14 14:35:00+00:00;2019-02-14 14:36:30+00:00;0 days 00:01:30;slice(Timestamp('2019-02-14 14:35:00+0000', tz='UTC'), Timestamp('2019-02-14 14:36:30+0000', tz='UTC'), None);1;6
2019-02-14 14:38:00+00:00;2019-02-14 14:40:00+00:00;0 days 00:02:00;slice(Timestamp('2019-02-14 14:38:00+0000', tz='UTC'), Timestamp('2019-02-14 14:40:00+0000', tz='UTC'), None);1;2
2019-02-14 14:43:00+00:00;2019-02-14 14:53:00+00:00;0 days 00:10:00;slice(Timestamp('2019-02-14 14:43:00+0000', tz='UTC'), Timestamp('2019-02-14 14:53:00+0000', tz='UTC'), None);0;7
2019-02-14 15:07:30+00:00;2019-02-14 15:09:00+00:00;0 days 00:01:30;slice(Timestamp('2019-02-14 15:07:30+0000', tz='UTC'), Timestamp('2019-02-14 15:09:00+0000', tz='UTC'), None);1;6
2019-02-14 15:22:30+00:00;2019-02-14 15:31:00+00:00;0 days 00:08:30;slice(Timestamp('2019-02-14 15:22:30+0000', tz='UTC'), Timestamp('2019-02-14 15:31:00+0000', tz='UTC'), None);0;7
2019-02-14 15:45:00+00:00;2019-02-14 15:46:30+00:00;0 days 00:01:30;slice(Timestamp('2019-02-14 15:45:00+0000', tz='UTC'), Timestamp('2019-02-14 15:46:30+0000', tz='UTC'), None);1;3
2019-02-14 16:03:30+00:00;2019-02-14 16:05:30+00:00;0 days 00:02:00;slice(Timestamp('2019-02-14 16:03:30+0000', tz='UTC'), Timestamp('2019-02-14 16:05:30+0000', tz='UTC'), None);1;2
